INDIVIDUAL_ID,AGERAW,GENDER,BBC_VMF,SKY_VMF,VIRGIN_VMF,ALBA,BBC1,BBC2,BBC4,CBBC,CBEEBIES,NEWS,PARLIAMENT
I-5012807_1,40,2,6,9,5,0,88.5,10.4,0,0,1.1,0,0
I-5012801_1,52,1,9,6,7,0,75.2,21.1,1,0,0,2.7,0
I-5012754_1,33,2,6,4,7,0,57.2,17,20.5,0,5.3,0,0
I-5012754_1,34,2,6,4,7,0,57.2,17,20.5,0,5.3,0,0
I-5012748_1,68,1,10,9,8,0,49.1,15.1,9.8,0.1,0,14.4,11.5
I-5012747_1,41,2,9,5,8,0,76.3,22.2,1.5,0,0,0,0
I-5012747_1,42,2,9,5,8,0,76.3,22.2,1.5,0,0,0,0
I-5012745_1,48,1,1,3,3,0,52.7,45.7,0,0,0,1.6,0
I-5012730_1,56,1,10,8,0,0,84.7,10.9,3.9,0,0,0.4,0
I-5012722_1,32,1,5,8,6,2.6,37.5,7.6,3.7,2.6,10.2,24.8,11
I-5012707_1,40,1,4,2,2,0,78.6,18.5,0.4,0,0,2.5,0
I-5012707_1,41,1,4,2,2,0,78.6,18.5,0.4,0,0,2.5,0
I-5012673_1,49,2,5,2,5,0,67,11.3,1,0,0,20.6,0
I-5012668_1,36,2,10,7,0,0,74.2,11.1,1.6,0,12.6,0.6,0
I-5012659_1,63,2,6,9,3,0,55.4,14.4,9.7,0,2.9,17.6,0
I-5012651_1,37,2,7,2,3,0,68.2,31.8,0,0,0,0,0
I-5012645_1,59,2,9,9,0,0,71.1,19,1.3,0,0,8.2,0.4
I-5012629_1,32,2,5,2,3,0,24.9,14.1,0,4.7,0,54,2.2
I-5012617_1,64,1,1,1,1,0,18.9,9.5,9,0,62.6,0,0
I-5012609_1,39,2,9,5,5,0,86.3,11.8,1.9,0,0,0,0
I-5012609_1,40,2,9,5,5,0,86.3,11.8,1.9,0,0,0,0
I-5012603_1,56,2,4,3,3,0,74.6,10.4,5.2,1.3,0.7,7.9,0
I-5012603_1,57,2,4,3,3,0,74.6,10.4,5.2,1.3,0.7,7.9,0
I-5012597_1,55,1,8,5,0,0,64,19.1,16.7,0,0.2,0,0
I-5012581_1,51,2,10,1,1,0,100,0,0,0,0,0,0
I-5012549_1,35,2,1,5,1,0,63,23,14.1,0,0,0,0
I-5012477_1,32,1,10,0,0,0,60.2,21.1,1.4,3.6,11.2,2.4,0
I-5012443_1,31,1,1,10,0,0,80.7,19.3,0,0,0,0,0
I-5012325_1,68,1,7,7,0,0,82.1,11.8,1,0,0.3,4.1,0.6
I-5012325_1,69,1,7,7,0,0,82.1,11.8,1,0,0.3,4.1,0.6
I-5012281_1,27,2,8,1,9,0,78.4,0,0,0,0,21.6,0
I-5012281_1,28,2,8,1,9,0,78.4,0,0,0,0,21.6,0
I-5012226_1,34,2,7,8,7,0,45.6,9.8,7.2,5.1,32.4,0,0
I-5012226_1,35,2,7,8,7,0,45.6,9.8,7.2,5.1,32.4,0,0
I-5012190_1,21,2,9,3,7,0,68.8,25.5,2.4,0,0,3.3,0
I-5012185_1,35,1,0,7,0,0,31.1,68.9,0,0,0,0,0
I-5012171_1,48,2,7,7,7,0,64.8,23.1,3.8,0,0,8.3,0
I-5012153_1,20,1,7,8,8,0,28.6,71.4,0,0,0,0,0
I-5012079_1,31,2,1,4,4,0,38.1,15.1,5.3,0,0,37.8,3.7
I-5012070_1,30,1,8,4,4,0,44.4,6.9,1.1,0,0,47.6,0
I-5012051_1,22,1,9,2,3,0,73.2,13.9,0,12.9,0,0,0
I-5011965_1,59,1,3,6,0,0,64.4,26.2,4.1,0,5.4,0,0
I-5011963_1,38,2,1,5,5,0,63.2,36.8,0,0,0,0,0
I-5011950_1,51,1,1,2,5,0,73.5,26.2,0.3,0,0,0,0
I-5011929_1,50,1,10,1,10,1.7,80.1,9.7,4.8,0,3,0.8,0
I-5011895_1,44,2,2,8,7,0,73.2,26,0.8,0,0,0,0
I-5011895_1,45,2,2,8,7,0,73.2,26,0.8,0,0,0,0
I-5011864_1,45,1,9,10,0,0,98.9,1.1,0,0,0,0,0
I-5011860_1,36,2,3,6,5,0,78.9,0.8,0,0,17.2,3.1,0
I-5011644_1,60,2,10,6,5,0,51.8,18.4,8.9,0,0,12.7,8.2
I-5011617_1,32,2,1,4,4,0,10.6,0.3,11.2,2.7,75.2,0,0
I-5011617_1,33,2,1,4,4,0,10.6,0.3,11.2,2.7,75.2,0,0
I-5011573_1,35,1,1,9,0,0,85.3,4,10.7,0,0,0,0
I-5011562_1,43,1,8,6,6,0,76.4,10.1,0,2.5,0.7,6.5,3.7
I-5011554_1,64,2,10,3,0,0,55.8,26.6,3.2,0,7.3,7.1,0
I-5011554_1,65,2,10,3,0,0,55.8,26.6,3.2,0,7.3,7.1,0
I-5011525_1,36,2,7,9,8,0,40.9,6.4,0,0,46.3,6.4,0
I-5011514_1,53,2,10,0,0,0,93,6.4,0.6,0,0,0,0
I-5011513_1,66,1,8,4,4,0,57.6,16.1,14.4,0,0,12,0
I-5011484_1,60,1,3,8,0,0,80.9,11.4,0,0,0,7.7,0
I-5011484_1,61,1,3,8,0,0,80.9,11.4,0,0,0,7.7,0
I-5011470_1,38,2,2,0,0,0,36,29,31.4,0,3.6,0,0
I-5011469_1,58,2,7,3,5,0,80.7,19.3,0,0,0,0,0
I-5011445_1,48,2,1,10,0,0,0,0,0,0,0,0,0
I-5011444_1,33,2,6,4,7,0,54.5,45.5,0,0,0,0,0
I-5011413_1,39,2,1,1,1,0,6.9,93.1,0,0,0,0,0
I-5011399_1,57,1,8,5,6,0,81,13.1,6,0,0,0,0
I-5011389_1,40,2,8,0,0,0,85.1,14.9,0,0,0,0,0
I-5011389_1,41,2,8,0,0,0,85.1,14.9,0,0,0,0,0
I-5011376_1,53,2,5,2,1,0,0,0,0,0,0,0,0
I-5011364_1,58,2,10,6,6,0,77.4,22.5,0,0,0,0.2,0
I-5011347_1,36,2,5,4,4,0,22.8,27.2,49.9,0,0,0,0
I-5011337_1,39,2,10,0,6,0,84.4,12.5,3.1,0,0,0,0
I-5011281_1,55,1,8,3,0,0,69.7,16.2,3,1.4,0,9.7,0
I-5011248_1,54,2,1,0,7,0,81.3,17,1.7,0,0,0,0
I-5011233_1,71,1,7,6,8,0,61.5,19.6,0.2,0,0,18.7,0
I-5011199_1,44,1,4,2,2,0,23.1,64.7,12.2,0,0,0,0
I-5011174_1,39,2,10,5,6,0,28.1,55.6,14.4,0,0,1.9,0
I-5011153_1,51,2,6,7,3,0,45.4,23.4,31.2,0,0,0,0
I-5011126_1,36,2,10,1,6,0,27.1,72.9,0,0,0,0,0
I-5011080_1,44,1,5,3,1,0,44.3,21.5,6.3,0,0,28,0
I-5011072_1,60,1,9,9,0,0,70.3,18.8,3.5,5.7,0,0.8,0.9
I-5011051_1,48,1,8,6,0,0,83.9,7.6,1.2,1,0,5.3,1
I-5011014_1,44,2,1,5,0,0,78.4,21.6,0,0,0,0,0
I-5011013_1,44,1,8,2,3,9.6,40,14.8,30.6,4.9,0,0,0
I-5011010_1,59,2,5,6,6,0,80.3,8.3,8.5,0,0.7,2.2,0
I-5010993_1,36,1,10,10,10,0,49,12.5,0,4.8,33.7,0,0
I-5010975_1,61,2,6,7,7,18.4,64.5,8.3,6.1,0,2.8,0,0
I-5010974_1,41,1,1,5,0,0,53.7,45.6,0.7,0,0,0,0
I-5010876_1,46,1,1,0,3,0,21.8,22.6,31.2,0,0,0,24.4
I-5010876_1,47,1,1,0,3,0,21.8,22.6,31.2,0,0,0,24.4
I-5010850_1,23,2,7,0,0,0,0,100,0,0,0,0,0
I-5010830_1,40,2,1,5,0,0,36.2,34.2,0,29.6,0,0,0
I-5010824_1,63,1,8,1,1,0,68.7,21.5,4.8,0,0,5.1,0
I-5010824_1,64,1,8,1,1,0,68.7,21.5,4.8,0,0,5.1,0
I-5010804_1,49,2,8,3,5,0,59.8,23.3,16.8,0,0,0,0
I-5010782_1,50,2,8,8,6,0,86.7,10.4,0,0,0,2.3,0.6
I-5010779_1,63,2,10,9,6,0,97.5,2.2,0,0,0.2,0,0
I-5010739_1,68,1,8,0,0,0,75.2,17.9,3.4,0,0,3.5,0
I-5010737_1,43,1,8,7,0,0,29.3,42.1,1.6,19.7,0,5.1,2.3
I-5010737_1,44,1,8,7,0,0,29.3,42.1,1.6,19.7,0,5.1,2.3
I-5010714_1,29,2,1,4,4,0,0,0,0,0,0,0,0
I-5010707_1,65,1,8,8,0,0,75.6,14.8,3.9,0,0,5,0.8
I-5010690_1,34,2,4,1,1,0,63.7,33.4,0,0,0,2.8,0
I-5010657_1,40,2,10,3,0,0,62.9,31.5,3.7,0.5,0,1.3,0
I-5010643_1,49,2,5,0,0,0,43.2,37.2,19.6,0,0,0,0
I-5010643_1,50,2,5,0,0,0,43.2,37.2,19.6,0,0,0,0
I-5010637_1,68,2,8,0,8,0,81.1,10.5,8.3,0,0,0,0
I-5010637_1,69,2,8,0,8,0,81.1,10.5,8.3,0,0,0,0
I-5010629_1,48,2,3,4,1,0,72.2,20.6,0,0,7.2,0,0
I-5010614_1,45,2,5,7,7,0,56.4,34.4,0.8,0,0,8.4,0
I-5010606_1,39,1,8,7,8,0,22.7,34.1,2.4,11.8,24,4.9,0
I-5010601_1,39,2,10,2,3,0,34.8,60.6,4.6,0,0,0,0
I-5010601_1,40,2,10,2,3,0,34.8,60.6,4.6,0,0,0,0
I-5010546_1,29,2,1,3,5,0,100,0,0,0,0,0,0
I-5010531_1,24,2,8,5,5,0,61.2,20.5,2.8,0,15.4,0,0
I-5010498_1,46,1,6,7,6,1.1,50.6,46.2,2.2,0,0,0,0
I-5010432_1,23,1,6,0,0,0,71.1,14.6,14.3,0,0,0,0
I-5010430_1,34,2,3,8,0,0,38.8,51.4,0,0,0,9.7,0
I-5010423_1,60,1,7,6,5,0,72.6,3.6,23.6,0,0,0.2,0
I-5010423_1,61,1,7,6,5,0,72.6,3.6,23.6,0,0,0.2,0
I-5010403_1,41,1,10,3,6,0,49.9,26.3,4.2,2.1,8.1,9.3,0
I-5010400_1,20,2,3,0,4,0,89.5,9.4,0,0,0,1.1,0
I-5010386_1,36,1,1,7,6,0,62.2,15.9,2.1,0,19.8,0,0
I-5010377_1,36,2,8,7,4,0,43.2,33.3,23.5,0,0,0,0
I-5010326_1,26,2,8,7,10,0,0,0,0,0,0,0,0
I-5010310_1,30,2,8,0,0,0,75.1,17.4,0,0,3.1,4.4,0
I-5010263_1,56,1,3,2,4,0,33.7,0,0.7,46.6,15.6,0.7,2.7
I-5010224_1,53,2,3,2,0,0,62.8,11.3,12.6,0,0,13.3,0
I-5010224_1,54,2,3,2,0,0,62.8,11.3,12.6,0,0,13.3,0
I-5010176_1,24,1,0,3,4,0,75.1,0,24.9,0,0,0,0
I-5010176_1,25,1,0,3,4,0,75.1,0,24.9,0,0,0,0
I-5010041_1,53,2,8,8,8,0,28.5,15.5,5.8,20.2,29.9,0,0
I-5009983_1,67,2,10,6,8,0,47.8,30.6,21.6,0,0,0,0
I-5009982_1,33,2,7,6,4,0,50,32.5,3.4,0,0,14.1,0
I-5009913_1,30,2,9,6,9,0,88.7,11.3,0,0,0,0,0
I-5009910_1,21,1,0,0,0,0,42.3,39.4,0,18.3,0,0,0
I-5009910_1,22,1,0,0,0,0,42.3,39.4,0,18.3,0,0,0
I-5009900_1,32,2,5,2,0,0,76,23.6,0,0.4,0,0,0
I-5009887_1,24,2,10,7,0,0,100,0,0,0,0,0,0
I-5009868_1,60,2,5,4,6,0,81.7,8.9,9.5,0,0,0,0
I-5009865_1,22,1,7,6,6,0,63.7,8.3,0,0,0,2.2,25.7
I-5009855_1,71,1,3,2,1,0,81.5,11.5,7,0,0,0,0
I-5009855_1,72,1,3,2,1,0,81.5,11.5,7,0,0,0,0
I-5009843_1,46,2,2,10,1,0,97.5,1.4,0,0,0,1.1,0
I-5009843_1,47,2,2,10,1,0,97.5,1.4,0,0,0,1.1,0
I-5009827_1,41,2,2,6,7,0,65.9,22.5,0,0,0,11,0.6
I-5009797_1,59,2,7,6,6,0,53.7,26.6,0.5,0,12.4,4.1,2.8
I-5009797_1,60,2,7,6,6,0,53.7,26.6,0.5,0,12.4,4.1,2.8
I-5009781_1,53,2,9,8,9,0,51.8,12.3,0.7,0,35.1,0,0
I-5009754_1,35,1,2,2,2,0,68.8,23.6,7.6,0,0,0,0
I-5009754_1,36,1,2,2,2,0,68.8,23.6,7.6,0,0,0,0
I-5009714_1,24,1,4,6,8,0,0,0,0,0,0,0,0
I-5009711_1,41,2,6,10,0,0,71.2,28.8,0,0,0,0,0
I-5009706_1,30,1,9,3,3,0,60.8,33,3.9,0,0,2.3,0
I-5009683_1,25,2,3,4,2,0,100,0,0,0,0,0,0
I-5009683_1,26,2,3,4,2,0,100,0,0,0,0,0,0
I-5009650_1,21,1,10,9,8,0,41.5,16.6,41.9,0,0,0,0
I-5009650_1,22,1,10,9,8,0,41.5,16.6,41.9,0,0,0,0
I-5009630_1,26,1,10,0,0,0,17.2,18.6,8.1,0,0,7.5,48.6
I-5009512_1,22,1,9,5,7,0,27.5,13.9,29.8,0,0,28.8,0
I-5009512_1,23,1,9,5,7,0,27.5,13.9,29.8,0,0,28.8,0
I-5009478_1,32,1,1,1,1,0,65.3,2.1,4.3,4.3,23.9,0,0
I-5009438_1,31,2,4,5,6,0,54.3,45.7,0,0,0,0,0
I-5009382_1,23,1,7,3,0,0,79.5,14.9,5.6,0,0,0,0
I-5009378_1,68,2,9,5,4,0,71,21.1,2.4,0,0,5,0.5
I-5009310_1,27,2,8,10,7,0,67.7,22.7,4.8,0,0,4.8,0
I-5009310_1,28,2,8,10,7,0,67.7,22.7,4.8,0,0,4.8,0
I-5009281_1,31,2,6,4,0,0,84,16,0,0,0,0,0
I-5009272_1,23,2,0,0,0,0,100,0,0,0,0,0,0
I-5009264_1,48,2,10,10,3,0,78.9,18.3,0.5,0,0,2.3,0
I-5009264_1,49,2,10,10,3,0,78.9,18.3,0.5,0,0,2.3,0
I-5009120_1,42,2,9,3,6,0,34.6,21.5,9.2,34.7,0,0,0
I-5009097_1,46,1,2,2,2,0,97.3,0,2.7,0,0,0,0
I-5009089_1,62,2,3,4,3,0,78.4,13.6,1.4,0,0,5.8,0.8
I-5009056_1,67,1,8,0,0,0,71.4,25.1,3.5,0,0,0,0
I-5009056_1,68,1,8,0,0,0,71.4,25.1,3.5,0,0,0,0
I-5009005_1,36,2,7,8,6,0,90.9,8.4,0.7,0,0,0,0
I-5008980_1,53,2,10,9,0,0,65,34.5,0,0,0,0.5,0
I-5008950_1,34,2,0,0,0,0,25.3,28.7,16.3,1.1,28,0.5,0
I-5008841_1,44,1,8,0,8,0,46,31.3,4.1,9.3,7.1,2.1,0
I-5008841_1,45,1,8,0,8,0,46,31.3,4.1,9.3,7.1,2.1,0
I-5008835_1,46,1,6,4,6,0,66.7,29.2,0,0.6,3.6,0,0
I-5008817_1,31,2,9,8,8,0,53.6,42.6,0,0,3.5,0.3,0
I-5008792_1,21,1,6,5,5,0,44,46.9,0,0,0,9.1,0
I-5008753_1,64,1,2,5,0,0,42.5,32.7,9.2,0,0,9.4,6.1
I-5008686_1,40,1,10,7,0,0,41.9,39.7,16.2,1.4,0,0.8,0
I-5008682_1,58,1,10,7,10,0,77.6,19.2,2.9,0,0,0.2,0
I-5008680_1,35,2,4,5,5,0,63.3,14.4,0,17.9,4.4,0,0
I-5008554_1,27,2,3,7,0,0,0,100,0,0,0,0,0
I-5008549_1,23,2,2,0,0,0,0,0,0,0,0,0,0
I-5008495_1,28,2,10,6,6,0,37.5,23.4,39,0,0,0,0
I-5008480_1,38,1,4,2,4,0,84.1,0.5,7.7,0,0.9,6.7,0
I-5008367_1,24,1,6,6,7,0,0,0,0,0,0,0,0
I-5008359_1,51,2,4,3,0,0,64,11.8,3.9,0,0,6.7,13.6
I-5008306_1,35,2,10,0,0,0,63.4,35.5,0,0,0,1.1,0
I-5008306_1,36,2,10,0,0,0,63.4,35.5,0,0,0,1.1,0
I-5008273_1,40,1,9,7,0,0,72.7,8.9,0,0,0.9,13.7,3.8
I-5008205_1,28,1,9,3,9,0,56.5,8.8,1.5,0,0,33.1,0
I-5008177_1,36,2,0,3,3,0,51.1,17.1,10.4,8,6.5,6.9,0
I-5008127_1,21,2,1,0,0,0,75,23,1,0,1,0,0
I-5008115_1,22,2,10,10,10,0,73.7,13.9,0,0,0,0,12.4
I-5008063_1,39,2,8,4,4,0,64.4,13.5,3.1,19.1,0,0,0
I-5008063_1,40,2,8,4,4,0,64.4,13.5,3.1,19.1,0,0,0
I-5008055_1,22,2,0,5,6,0,100,0,0,0,0,0,0
I-5008046_1,18,2,8,8,4,0,31.7,65.2,3.1,0,0,0,0
I-5008046_1,19,2,8,8,4,0,31.7,65.2,3.1,0,0,0,0
I-5007959_1,21,2,8,8,8,0,45.8,27.1,9,2.2,0,15.8,0
I-5007944_1,29,2,9,8,8,0,70,14.9,0,0,15,0,0
I-5007944_1,30,2,9,8,8,0,70,14.9,0,0,15,0,0
I-5007931_1,27,1,2,1,0,0,86.8,0,0,0,0,13.2,0
I-5007900_1,35,1,10,7,6,0,100,0,0,0,0,0,0
I-5007874_1,30,2,9,1,1,0,71.2,18.8,0,0,0,10,0
I-5007748_1,25,2,5,0,0,0,49.7,46.5,3.7,0,0,0,0
I-5007748_1,26,2,5,0,0,0,49.7,46.5,3.7,0,0,0,0
I-5007711_1,34,2,8,4,6,0,41.4,22.5,8.7,9.8,13.8,3.8,0
I-5007707_1,34,2,2,7,0,0,88,12,0,0,0,0,0
I-5007605_1,36,2,8,5,0,0,60.4,4.9,1.4,0,6.3,22.1,4.9
I-5007525_1,24,1,8,4,4,0,51.3,2.7,0,0,0,31.1,14.9
I-5007498_1,58,2,4,5,0,0,86.3,8.6,0,0,0,5.1,0
I-5007473_1,56,1,7,7,7,0.6,69.4,21.2,8.5,0,0,0.3,0
I-5007452_1,23,2,7,4,8,0,90.5,4.6,0,0,0,0,4.9
I-5007404_1,28,1,3,5,0,0,38.2,23.5,0,0,0,0.5,37.8
I-5007394_1,30,2,0,0,0,0,68.5,9.7,0,14.6,7.2,0,0
I-5007385_1,46,2,1,10,6,0,14.9,12.2,7.1,1.3,64.5,0,0
I-5007375_1,22,2,9,8,8,0,70.1,16,13.9,0,0,0,0
I-5007333_1,49,2,8,0,0,0,88.1,10.4,1.4,0,0,0.1,0
I-5007301_1,39,1,2,4,5,0,22.2,3.5,0.1,1.4,72.9,0,0
I-5007301_1,40,1,2,4,5,0,22.2,3.5,0.1,1.4,72.9,0,0
I-5007265_1,35,1,6,4,7,0,42.4,53.5,4.2,0,0,0,0
I-5007225_1,52,2,8,9,5,0,73.4,14,0.5,0,0,4.8,7.3
I-5007225_1,53,2,8,9,5,0,73.4,14,0.5,0,0,4.8,7.3
I-5007187_1,57,2,9,6,7,0.1,68.3,6.7,0,0,0,23.8,1.1
I-5007127_1,31,1,4,0,0,0,37.6,24.1,0,0,0,0,38.3
I-5007092_1,30,1,8,2,2,0,63.7,31.9,0,0,0,0,4.4
I-5007062_1,36,1,7,2,8,0,60.4,18,0,21.6,0,0,0
I-5007062_1,37,1,7,2,8,0,60.4,18,0,21.6,0,0,0
I-5007008_1,52,2,6,7,8,0,75.2,14.8,7.1,0,0,2.8,0
I-5006917_1,55,1,8,4,5,13.7,61.8,14.9,3.5,0,0,3.9,2.2
I-5006917_1,56,1,8,4,5,13.7,61.8,14.9,3.5,0,0,3.9,2.2
I-5006896_1,38,1,6,2,5,0,35.1,59.2,5.7,0,0,0,0
I-5006896_1,39,1,6,2,5,0,35.1,59.2,5.7,0,0,0,0
I-5006895_1,19,2,1,3,7,0,0,0,0,0,0,0,0
I-5006892_1,45,2,3,3,7,0,58.7,38.4,2.9,0,0,0,0
I-5006882_1,33,2,6,5,4,0,17.5,52.5,30.1,0,0,0,0
I-5006861_1,24,1,3,7,7,0,47.2,13.4,0,10.5,0,28.9,0
I-5006814_1,65,2,5,10,4,0,96.8,2.9,0,0,0,0.3,0
I-5006814_1,66,2,5,10,4,0,96.8,2.9,0,0,0,0.3,0
I-5006809_1,44,1,4,3,3,16.8,68.6,1.2,1.2,0,0,12.2,0
I-5006808_1,44,1,3,8,8,0,87.2,6.4,1.4,0,0,5,0
I-5006808_1,45,1,3,8,8,0,87.2,6.4,1.4,0,0,5,0
I-5006765_1,28,1,9,9,9,0,61.3,37.9,0.8,0,0,0,0
I-5006765_1,29,1,9,9,9,0,61.3,37.9,0.8,0,0,0,0
I-5006746_1,39,2,1,2,10,0,38.6,1.5,0,0,59.9,0,0
I-5006736_1,56,2,3,1,2,0,71.3,28.3,0.4,0,0,0,0
I-5006689_1,32,1,10,10,0,0,60.1,26,0,0,0,3.7,10.3
I-5006667_1,50,1,8,5,5,0,49.3,23.9,0,0,4.8,19.8,2.1
I-5006656_1,34,2,1,1,1,0,56.8,6.2,0,0,19.2,17.8,0
I-5006626_1,21,1,9,6,4,0,53.9,30.6,15.5,0,0,0,0
I-5006611_1,22,2,10,6,7,0,66.5,13.1,7.9,0,0,12.5,0
I-5006595_1,22,1,2,1,3,0,38.9,48.4,0,0,0,12.8,0
I-5006591_1,55,1,5,7,7,0,48.9,32.8,1.2,0,0,1,16.1
I-5006578_1,24,2,8,7,8,0,81.7,3.6,0,0,0,14.7,0
I-5006557_1,35,1,8,1,2,0,31,11.8,5.7,51.5,0,0,0
I-5006536_1,44,2,5,8,5,0,71.1,27.5,1.4,0,0,0,0
I-5006536_1,45,2,5,8,5,0,71.1,27.5,1.4,0,0,0,0
I-5006512_1,50,2,4,4,6,0,100,0,0,0,0,0,0
I-5006511_1,24,1,0,0,0,0,100,0,0,0,0,0,0
I-5006494_1,30,1,9,6,6,0,100,0,0,0,0,0,0
I-5006479_1,38,1,7,8,7,0,95.6,4.4,0,0,0,0,0
I-5006439_1,30,1,10,10,0,0,35.7,35.2,12.2,0,16.9,0,0
I-5006420_1,53,1,6,3,3,2.7,73.2,17,5.6,0,1.4,0,0
I-5006401_1,34,2,5,4,7,0,0,0,0,0,0,0,0
I-5006401_1,35,2,5,4,7,0,0,0,0,0,0,0,0
I-5006386_1,25,2,8,0,0,0,0.9,45.6,53.5,0,0,0,0
I-5006382_1,28,2,1,5,7,0,5.6,11.5,0,0,0,82.9,0
I-5006381_1,38,2,9,5,3,0,65.7,34.3,0,0,0,0,0
I-5006381_1,39,2,9,5,3,0,65.7,34.3,0,0,0,0,0
I-5006364_1,20,2,5,6,0,0,81.7,18.3,0,0,0,0,0
I-5006348_1,39,1,2,9,0,0,25.7,8.7,2.2,0,63.4,0,0
I-5006348_1,40,1,2,9,0,0,25.7,8.7,2.2,0,63.4,0,0
I-5006305_1,36,2,10,10,1,0,100,0,0,0,0,0,0
I-5006302_1,22,1,6,2,8,0,93.3,0,0,0,0,6.7,0
I-5006301_1,55,1,10,0,0,0,84.9,15.1,0,0,0,0,0
I-5006279_1,51,2,1,1,0,0,78.3,2.4,19,0,0,0.3,0
I-5006238_1,30,2,6,3,6,0,6.1,0,0,0,93.9,0,0
I-5006219_1,55,1,1,10,6,0,60.4,21.9,17.6,0,0,0,0
I-5006217_1,40,2,5,0,0,0,6.4,34.4,0,0,42.9,15.2,1.1
I-5006189_1,22,2,8,9,0,0,73.5,17.8,2.6,2.2,0,3.8,0
I-5006171_1,56,1,1,1,6,0,68.1,21.6,10.2,0,0,0,0
I-5006171_1,57,1,1,1,6,0,68.1,21.6,10.2,0,0,0,0
I-5006134_1,42,2,8,1,1,0,67.1,6.3,10.2,0,9.2,7.2,0
I-5006134_1,43,2,8,1,1,0,67.1,6.3,10.2,0,9.2,7.2,0
I-5006097_1,26,2,4,6,8,0,60.5,20.9,0,0,3.7,14.9,0
I-5006090_1,22,2,5,4,5,0,25,75,0,0,0,0,0
I-5006090_1,23,2,5,4,5,0,25,75,0,0,0,0,0
I-5006031_1,43,2,8,7,0,0,36.8,63.2,0,0,0,0,0
I-5006031_1,44,2,8,7,0,0,36.8,63.2,0,0,0,0,0
I-5006020_1,33,2,7,6,8,0,63.3,16.7,16.7,0,3.3,0,0
I-5006014_1,70,1,9,2,3,0,97.2,2.8,0,0,0,0,0
I-5005984_1,41,2,8,7,9,0,53.6,40.5,5.9,0,0,0,0
I-5005980_1,65,1,9,1,7,0,88.5,9.3,2.2,0,0,0.1,0
I-5005980_1,66,1,9,1,7,0,88.5,9.3,2.2,0,0,0.1,0
I-5005971_1,40,2,10,10,10,0,34.5,16.7,3.3,12.7,32.8,0,0
I-5005971_1,41,2,10,10,10,0,34.5,16.7,3.3,12.7,32.8,0,0
I-5005963_1,41,2,4,10,10,0,55.6,19.7,22.4,0,0,2.2,0
I-5005940_1,43,1,7,4,3,0,57.2,29,0.3,11.1,2.4,0,0
I-5005938_1,36,2,1,10,0,10.5,64.8,14.6,0.9,0,0,9.1,0
I-5005928_1,37,1,1,6,0,0,35.7,32.6,0.9,0,0,27.4,3.3
I-5005895_1,33,2,8,5,8,0,44.6,51.5,1.8,0,0,1.8,0.3
I-5005821_1,30,2,3,3,4,0,33.3,0,66.7,0,0,0,0
I-5005760_1,28,2,10,7,0,0,21,1.7,1.9,8.5,66.9,0,0
I-5005760_1,29,2,10,7,0,0,21,1.7,1.9,8.5,66.9,0,0
I-5005745_1,34,2,3,5,8,0,60.7,27.8,6.6,0,4.9,0,0
I-5005597_1,36,2,6,5,5,0,37.2,0,0,0,49.1,13.8,0
I-5005569_1,41,2,1,1,4,0,60.2,31.8,8,0,0,0,0
I-5005563_1,52,1,10,4,9,0,68.9,13.3,6.4,0,0,10.4,1
I-5005563_1,53,1,10,4,9,0,68.9,13.3,6.4,0,0,10.4,1
I-5005519_1,26,2,1,7,0,0,24.8,51.2,0,0,0,24,0
I-5005516_1,52,2,10,1,0,0,56.4,22.5,19.8,0,0,1.3,0
I-5005516_1,53,2,10,1,0,0,56.4,22.5,19.8,0,0,1.3,0
I-5005512_1,37,1,10,2,8,0.2,9.2,25.8,10,5.6,47.6,1.7,0
I-5005497_1,31,2,6,6,4,0,20,29,0,2,49.1,0,0
I-5005470_1,66,2,10,7,9,0,74,19.1,4.5,0,0,1.3,1.1
I-5005449_1,48,1,3,0,0,0,57.3,27.5,15.3,0,0,0,0
I-5005449_1,49,1,3,0,0,0,57.3,27.5,15.3,0,0,0,0
I-5005445_1,31,1,1,4,3,0,100,0,0,0,0,0,0
I-5005439_1,61,2,9,7,8,0,76.4,18.4,5.2,0,0,0,0
I-5005437_1,33,2,7,6,5,0,100,0,0,0,0,0,0
I-5005437_1,34,2,7,6,5,0,100,0,0,0,0,0,0
I-5005435_1,47,2,9,6,8,0,19.4,39.8,40.8,0,0,0,0
I-5005435_1,48,2,9,6,8,0,19.4,39.8,40.8,0,0,0,0
I-5005432_1,36,1,5,4,4,0,27.6,21.9,0,0,50.5,0,0
I-5005409_1,59,2,9,0,0,0,32.4,34.7,28.9,0,0,4,0
I-5005404_1,49,2,10,4,4,4.3,61.3,34.5,0,0,0,0,0
I-5005343_1,58,2,8,1,0,0,62.3,33.6,4.1,0,0,0,0
I-5005318_1,61,2,7,6,6,0,61,16.6,22.4,0,0,0,0
I-5005304_1,62,2,4,7,8,0,75.3,5.5,4,1.6,9.4,4.2,0
I-5005282_1,48,2,7,2,3,0,65.9,9.5,12.5,0,12.1,0,0
I-5005282_1,49,2,7,2,3,0,65.9,9.5,12.5,0,12.1,0,0
I-5005265_1,55,1,6,7,9,0,61.8,15.8,21.2,0,0,1.2,0
I-5005154_1,29,2,4,7,6,0,60.5,13,15.6,0,0,7.6,3.3
I-5005028_1,49,2,6,5,0,0,67,25.9,1,0,0,6.1,0
I-5005027_1,32,2,7,0,0,0,100,0,0,0,0,0,0
