INDIVIDUAL_ID,STREAM_LABEL,AVG_DURATION_SEC
I-8029503_1,BBC News - TV,2757
I-8029503_1,BBC1 Midlands West,18939.166666666668
I-8029503_1,BBC2 England,2427.375
I-8029503_1,CBeebies - TV,582.75
I-8029584_1,BBC Alba - TV,8211.1
I-8029584_1,BBC News - TV,1914
I-8029584_1,BBC1 South,45434.333333333336
I-8029584_1,BBC2 England,9358.166666666666
I-8029584_1,CBeebies - TV,59
I-8029634_1,BBC Parliament - TV,2999
I-8029634_1,BBC1 East of England,23444.8
I-8029634_1,BBC2 England,14947.3
I-8029691_1,BBC News - TV,4473
I-8029691_1,BBC1 Yorkshire and Lincolnshire,55792
I-8029691_1,BBC2 England,3535.8
I-8029691_1,BBC4 TV - TV,2963.5714285714284
I-8029699_1,BBC News - TV,59
I-8029699_1,BBC1 South West,4411.363636363636
I-8029699_1,BBC2 England,1016
I-8029699_1,CBeebies - TV,2853.1666666666665
I-8029744_1,BBC1 North East and Cumbria,9166.666666666666
I-8029744_1,BBC2 England,7833.666666666667
I-8029744_1,BBC4 TV - TV,2039
I-8029744_1,CBBC - TV,59
I-8029754_1,BBC2 Scotland,59
I-8029760_1,BBC News - TV,59
I-8029760_1,BBC1 Midlands West,17706.333333333332
I-8029760_1,BBC2 England,19576.5
I-8029768_1,BBC1 North East and Cumbria,7310
I-8029771_1,BBC News - TV,4312.888888888889
I-8029771_1,BBC Parliament - TV,118
I-8029771_1,BBC1 Yorkshire and Lincolnshire,59257.88888888889
I-8029771_1,BBC2 England,10354.714285714286
I-8029771_1,CBBC - TV,118
I-8029796_1,BBC News - TV,2338
I-8029796_1,BBC1 East of England,4299.363636363636
I-8029796_1,BBC2 England,1361
I-8029796_1,BBC4 TV - TV,118
I-8029796_1,CBeebies - TV,479
I-8029804_1,BBC1 South,9008.75
I-8029804_1,BBC2 England,2098
I-8029804_1,BBC4 TV - TV,5938
I-8029836_1,BBC News - TV,119
I-8029836_1,BBC1 East of England,35324.90909090909
I-8029836_1,BBC2 England,14308.222222222223
I-8029836_1,BBC4 TV - TV,766.2
I-8029839_1,BBC1 South,9436.727272727272
I-8029839_1,BBC2 England,2054
I-8029839_1,CBeebies - TV,4227.375
I-8029845_1,BBC Alba - TV,178
I-8029845_1,BBC News - TV,119
I-8029845_1,BBC1 Ulster,17740.666666666668
I-8029845_1,BBC2 Northern Ireland,4604.1
I-8029850_1,BBC1 South,14568
I-8029852_1,BBC News - TV,1669.25
I-8029852_1,BBC Parliament - TV,1677.5
I-8029852_1,BBC1 South West,28517.083333333332
I-8029852_1,BBC2 England,18300.333333333332
I-8029852_1,BBC4 TV - TV,1462.5714285714287
I-8029901_1,BBC News - TV,957.875
I-8029901_1,BBC Parliament - TV,778
I-8029901_1,BBC1 North West,11118.333333333334
I-8029901_1,BBC2 England,3094.7272727272725
I-8029901_1,CBBC - TV,931.8
I-8029901_1,CBeebies - TV,3317.3333333333335
I-8029919_1,BBC News - TV,5550.75
I-8029919_1,BBC1 South,15713.416666666666
I-8029919_1,BBC2 England,1357.5
I-8029919_1,BBC4 TV - TV,787.6666666666666
I-8029919_1,CBeebies - TV,2574.3333333333335
I-8029953_1,BBC1 South,3862.5
I-8029953_1,BBC2 England,118
I-8029984_1,BBC2 Scotland,59
I-8029986_1,CBeebies - TV,148.5
I-8029994_1,BBC News - TV,1724.2727272727273
I-8029994_1,BBC Parliament - TV,479
I-8029994_1,BBC1 Wales,6818.916666666667
I-8029994_1,BBC2 Wales,1678.1
I-8029994_1,BBC4 TV - TV,2573
I-8029994_1,CBeebies - TV,299
I-8030001_1,BBC1 Yorkshire and Lincolnshire,45484
I-8030001_1,BBC2 England,297
I-8030001_1,BBC4 TV - TV,296
I-8030004_1,BBC1 London,3838
I-8030004_1,BBC2 England,5118
I-8030012_1,BBC1 Yorkshire and Lincolnshire,10452.5
I-8030012_1,BBC2 England,4316
I-8030066_1,BBC News - TV,238
I-8030066_1,BBC Parliament - TV,59
I-8030066_1,BBC1 Wales,2520.875
I-8030066_1,CBeebies - TV,8053
I-8030076_1,BBC News - TV,59
I-8030076_1,BBC1 Scotland,27526.454545454544
I-8030076_1,BBC2 Scotland,10847.09090909091
I-8030076_1,BBC4 TV - TV,1696.3333333333333
I-8030076_1,CBBC - TV,598.6666666666666
I-8030095_1,BBC1 North West,4887.875
I-8030095_1,BBC2 England,2153.875
I-8030095_1,BBC4 TV - TV,3916.6666666666665
I-8030104_1,BBC1 Midlands West,8689
I-8030104_1,BBC2 England,1481.75
I-8030104_1,BBC4 TV - TV,478
I-8030196_1,BBC News - TV,1799
I-8030196_1,BBC1 Midlands West,598.25
I-8030196_1,BBC2 England,1587
I-8030196_1,BBC4 TV - TV,2639
I-8030196_1,CBBC - TV,416
I-8030219_1,BBC News - TV,238
I-8030219_1,BBC1 Scotland,29363.545454545456
I-8030219_1,BBC2 Scotland,2263.5
I-8030285_1,BBC1 Scotland,3115
I-8030285_1,BBC2 Scotland,1379
I-8030285_1,BBC4 TV - TV,179
I-8030313_1,BBC1 Wales,6848.727272727273
I-8030313_1,BBC2 Wales,3249.1428571428573
I-8030313_1,BBC4 TV - TV,298
I-8030313_1,CBBC - TV,59
I-8030313_1,CBeebies - TV,237
I-8030321_1,BBC1 London,4223.5
I-8030321_1,BBC2 England,1269.4444444444443
I-8030321_1,BBC4 TV - TV,4039
I-8030321_1,CBBC - TV,59
I-8030330_1,BBC News - TV,1058.3333333333333
I-8030330_1,BBC1 Yorkshire and Lincolnshire,15122.083333333334
I-8030330_1,BBC2 England,3651
I-8030330_1,BBC4 TV - TV,1482.625
I-8030330_1,CBBC - TV,251.75
I-8030461_1,BBC Alba - TV,118
I-8030461_1,BBC1 Scotland,31853
I-8030461_1,BBC2 Scotland,567.5
I-8030465_1,BBC1 Midlands West,10786
I-8030465_1,BBC2 England,955.8
I-8030465_1,BBC4 TV - TV,59
I-8030465_1,CBeebies - TV,1828
I-8030466_1,BBC1 East of England,9680.2
I-8030466_1,BBC2 England,6387.5
I-8030466_1,BBC4 TV - TV,7458.2
I-8030504_1,BBC1 North West,3714.6
I-8030504_1,BBC2 England,1914.8
I-8030504_1,BBC4 TV - TV,118
I-8030661_1,BBC News - TV,218.66666666666666
I-8030661_1,BBC1 Ulster,59188.90909090909
I-8030661_1,BBC2 Northern Ireland,9444.454545454546
I-8030710_1,BBC1 Scotland,3228.6666666666665
I-8030710_1,BBC2 Scotland,238
I-8030712_1,BBC1 West,3831.25
I-8030712_1,BBC2 England,6373
I-8030712_1,CBeebies - TV,1215.6666666666667
I-8030828_1,BBC1 Midlands West,1278.6666666666667
I-8030828_1,BBC2 England,358
I-8030828_1,BBC4 TV - TV,738
I-8030828_1,CBBC - TV,7038.5
I-8030828_1,CBeebies - TV,89170.91666666667
I-8030869_1,BBC News - TV,11284.125
I-8030869_1,BBC Parliament - TV,1580
I-8030869_1,BBC1 Midlands West,20604.5
I-8030869_1,BBC2 England,1652.375
I-8030869_1,BBC4 TV - TV,59
I-8031023_1,BBC1 Midlands West,1018
I-8031023_1,BBC4 TV - TV,59
I-8031077_1,BBC Alba - TV,808.5
I-8031077_1,BBC News - TV,2192.625
I-8031077_1,BBC Parliament - TV,278.6666666666667
I-8031077_1,BBC1 South West,61346.583333333336
I-8031077_1,BBC2 England,36163.333333333336
I-8031077_1,BBC4 TV - TV,5592.583333333333
I-8031077_1,CBBC - TV,299
I-8031077_1,CBeebies - TV,118
I-8031079_1,BBC News - TV,3892.25
I-8031079_1,BBC1 London,49478.4
I-8031079_1,BBC2 England,7012.25
I-8031079_1,BBC4 TV - TV,342.25
I-8031119_1,BBC News - TV,957.6666666666666
I-8031119_1,BBC1 Midlands East,39401.90909090909
I-8031119_1,BBC2 England,3946.5555555555557
I-8031119_1,BBC4 TV - TV,2077.3333333333335
I-8031130_1,BBC News - TV,458.6666666666667
I-8031130_1,BBC1 Yorkshire and Lincolnshire,42753.818181818184
I-8031130_1,BBC2 England,12978.818181818182
I-8031130_1,BBC4 TV - TV,3152.818181818182
I-8031130_1,CBeebies - TV,59
I-8031143_1,BBC1 West,21297.285714285714
I-8031143_1,BBC2 England,9664.666666666666
I-8031151_1,BBC News - TV,298
I-8031151_1,BBC1 Scotland,24688.363636363636
I-8031151_1,BBC2 Scotland,9159.09090909091
I-8031151_1,BBC4 TV - TV,1598.5714285714287
I-8031151_1,CBBC - TV,236
I-8031179_1,BBC1 London,984.25
I-8031179_1,BBC2 England,1796.75
I-8031260_1,BBC Alba - TV,118
I-8031260_1,BBC1 Scotland,7935.2
I-8031260_1,BBC2 Scotland,513.2
I-8031260_1,CBBC - TV,418
I-8031260_1,CBeebies - TV,1105
I-8031278_1,BBC News - TV,238
I-8031278_1,BBC1 South West,7061.75
I-8031278_1,BBC2 England,1958.857142857143
I-8031278_1,CBBC - TV,118
I-8031278_1,CBeebies - TV,684
I-8031308_1,BBC News - TV,59
I-8031308_1,BBC1 Wales,20089.333333333332
I-8031308_1,BBC2 Wales,10244.833333333334
I-8031308_1,BBC4 TV - TV,118
I-8031393_1,BBC News - TV,1302.75
I-8031393_1,BBC1 Ulster,3047.1111111111113
I-8031393_1,BBC2 Northern Ireland,329
I-8031404_1,BBC1 North West,17850.083333333332
I-8031404_1,BBC2 England,3653.4
I-8031404_1,CBeebies - TV,722.2857142857143
I-8031406_1,BBC1 London,6506.555555555556
I-8031406_1,BBC2 England,937.3333333333334
I-8031406_1,CBeebies - TV,2095
I-8031413_1,BBC1 Scotland,3307.7
I-8031413_1,BBC2 Scotland,978
I-8031413_1,BBC4 TV - TV,207.5
I-8031433_1,BBC1 North West,5693.7
I-8031433_1,BBC2 England,1915.6666666666667
I-8031433_1,BBC4 TV - TV,118
I-8031433_1,CBBC - TV,1915
I-8031433_1,CBeebies - TV,328.5
I-8031443_1,BBC1 Midlands West,59
I-8031443_1,BBC4 TV - TV,5612.666666666667
I-8031502_1,BBC1 Midlands West,1789
I-8031502_1,BBC2 England,838
I-8031505_1,BBC News - TV,777
I-8031505_1,BBC1 Midlands West,4102.111111111111
I-8031505_1,BBC2 England,1198
I-8031505_1,CBBC - TV,628.25
I-8031505_1,CBeebies - TV,1040.857142857143
I-8031525_1,BBC News - TV,4584.6
I-8031525_1,BBC1 Midlands West,3804.7
I-8031525_1,BBC2 England,2171.5
I-8031525_1,BBC4 TV - TV,898
I-8031547_1,BBC News - TV,688
I-8031547_1,BBC Parliament - TV,238
I-8031547_1,BBC1 North West,10398.3
I-8031547_1,BBC2 England,7979.888888888889
I-8031547_1,BBC4 TV - TV,2807.8333333333335
I-8031600_1,CBeebies - TV,3339.5
I-8031699_1,BBC News - TV,3911.25
I-8031699_1,BBC Parliament - TV,16041.5
I-8031699_1,BBC1 North East and Cumbria,8090.363636363636
I-8031699_1,BBC2 England,3135.5
I-8031699_1,BBC4 TV - TV,1556.6666666666667
I-8031852_1,BBC1 Wales,3544.1111111111113
I-8031852_1,BBC2 Wales,2376.3333333333335
I-8031852_1,BBC4 TV - TV,118
I-8031874_1,BBC News - TV,477
I-8031874_1,BBC1 South,37992
I-8031874_1,BBC2 England,14740
I-8031874_1,BBC4 TV - TV,10859
I-8031967_1,BBC1 South,1301
I-8031967_1,BBC2 England,3236.3333333333335
I-8031988_1,BBC News - TV,776
I-8031988_1,BBC1 Yorkshire and Lincolnshire,637.3333333333334
I-8031988_1,BBC2 England,599
I-8031988_1,CBeebies - TV,2328.4
I-8031994_1,BBC News - TV,3118
I-8031994_1,BBC1 North West,7570.333333333333
I-8031994_1,CBeebies - TV,7383
I-8032037_1,BBC1 London,1015
I-8032043_1,BBC1 Yorkshire and Lincolnshire,18161.555555555555
I-8032043_1,BBC2 England,5665.555555555556
I-8032043_1,BBC4 TV - TV,59
I-8032078_1,BBC1 Scotland,5604.5
I-8032078_1,BBC2 Scotland,1919
I-8032078_1,BBC4 TV - TV,178
I-8032078_1,CBBC - TV,355
I-8032078_1,CBeebies - TV,7939.75
I-8032081_1,BBC1 South East,10284.333333333334
I-8032081_1,BBC2 England,3115
I-8032081_1,BBC4 TV - TV,3612
I-8032210_1,BBC News - TV,118
I-8032210_1,BBC1 North West,2235.9
I-8032210_1,BBC2 England,2316
I-8032227_1,BBC1 Scotland,7142.5
I-8032227_1,BBC2 Scotland,8769.5
I-8032227_1,BBC4 TV - TV,59
I-8032295_1,BBC1 Wales,8652.4
I-8032295_1,BBC2 Wales,7982.4
I-8032295_1,BBC4 TV - TV,59
I-8032295_1,CBBC - TV,1799
I-8032304_1,BBC News - TV,118
I-8032304_1,BBC1 Ulster,10013.1
I-8032304_1,BBC2 Northern Ireland,1291.25
I-8032304_1,BBC4 TV - TV,298.5
I-8032304_1,CBBC - TV,1678
I-8032413_1,BBC News - TV,534
I-8032413_1,BBC1 North West,21692.916666666668
I-8032413_1,BBC2 England,9039.454545454546
I-8032413_1,BBC4 TV - TV,3055.5
I-8032495_1,BBC1 East of England,795
I-8032495_1,BBC2 England,1257
I-8032495_1,BBC4 TV - TV,178
I-8032628_1,BBC News - TV,1317.3
I-8032628_1,BBC Parliament - TV,987.5
I-8032628_1,BBC1 Yorkshire and Lincolnshire,17425.333333333332
I-8032628_1,BBC2 England,4339.818181818182
I-8032628_1,BBC4 TV - TV,1576.875
I-8032628_1,CBeebies - TV,627.5
I-8032656_1,BBC News - TV,238
I-8032656_1,BBC1 London,17303
I-8032656_1,BBC2 England,4220.333333333333
I-8032656_1,CBeebies - TV,477
I-8032709_1,BBC1 East of England,5994.5
I-8032709_1,BBC2 England,1736
I-8032709_1,BBC4 TV - TV,178
I-8032745_1,BBC Alba - TV,118
I-8032745_1,BBC News - TV,3492.6666666666665
I-8032745_1,BBC Parliament - TV,1285.5
I-8032745_1,BBC1 Scotland,16265.375
I-8032745_1,BBC2 Scotland,10477.285714285714
I-8032745_1,BBC4 TV - TV,7536.25
I-8032746_1,BBC1 East of England,4015.5
I-8032746_1,BBC2 England,2845
I-8032746_1,BBC4 TV - TV,415
I-8032746_1,CBBC - TV,2740
I-8032759_1,BBC1 West,3924.875
I-8032759_1,BBC2 England,5237.666666666667
I-8032777_1,BBC Alba - TV,118
I-8032777_1,BBC1 North West,4724.833333333333
I-8032777_1,BBC2 England,1527
I-8032777_1,CBBC - TV,119
I-8032821_1,BBC Parliament - TV,238
I-8032821_1,BBC1 London,1375
I-8032857_1,BBC News - TV,238
I-8032857_1,BBC Parliament - TV,299
I-8032857_1,BBC1 South West,4614
I-8032857_1,BBC2 England,1967.142857142857
I-8032857_1,BBC4 TV - TV,3376.3333333333335
I-8032857_1,CBBC - TV,562.2857142857143
I-8032857_1,CBeebies - TV,3934.714285714286
I-8032870_1,BBC1 South,1716
I-8032870_1,BBC2 England,1842.5
I-8032870_1,BBC4 TV - TV,177
I-8032885_1,BBC News - TV,463.25
I-8032885_1,BBC1 Scotland,14177.454545454546
I-8032885_1,BBC2 Scotland,118
I-8032885_1,CBBC - TV,442
I-8032885_1,CBeebies - TV,24864.545454545456
I-8032894_1,BBC1 South West,3827.5714285714284
I-8032894_1,BBC2 England,2834.714285714286
I-8032894_1,BBC4 TV - TV,1418
I-8032899_1,BBC1 North West,1583.2857142857142
I-8032899_1,BBC2 England,5737
I-8032899_1,BBC4 TV - TV,325
I-8032976_1,BBC News - TV,3733
I-8032976_1,BBC1 London,1221.857142857143
I-8032976_1,BBC2 England,2618.5
I-8032976_1,CBBC - TV,178
I-8032976_1,CBeebies - TV,2998
I-8032987_1,BBC1 Midlands West,236
I-8032987_1,BBC2 England,1619
I-8032987_1,BBC4 TV - TV,416
I-8032997_1,BBC1 Yorkshire and Lincolnshire,568.5
I-8032997_1,BBC2 England,118
I-8032997_1,BBC4 TV - TV,7618
I-8033041_1,BBC Alba - TV,17999
I-8033041_1,BBC1 North West,3155.6666666666665
I-8033041_1,BBC2 England,10352
I-8033041_1,CBeebies - TV,5337
I-8033060_1,BBC Alba - TV,3357
I-8033060_1,BBC1 South East,1765.75
I-8033060_1,BBC2 England,478
I-8033060_1,BBC4 TV - TV,178
I-8033060_1,CBeebies - TV,118
I-8033062_1,BBC1 Midlands West,776.6666666666666
I-8033062_1,BBC2 England,88.5
I-8033062_1,BBC4 TV - TV,355
I-8033152_1,BBC1 Yorkshire and Lincolnshire,1730.5
I-8033152_1,BBC2 England,538.3333333333334
I-8033152_1,BBC4 TV - TV,59
I-8033234_1,BBC1 South,3756.285714285714
I-8033234_1,BBC2 England,2608
I-8033234_1,CBBC - TV,118
I-8033236_1,BBC News - TV,14278.444444444445
I-8033236_1,BBC1 North West,65070.333333333336
I-8033236_1,BBC2 England,9636.666666666666
I-8033236_1,BBC4 TV - TV,448
I-8033420_1,BBC Alba - TV,118.33333333333333
I-8033420_1,BBC News - TV,676.3333333333334
I-8033420_1,BBC1 Scotland,50363.72727272727
I-8033420_1,BBC2 Scotland,12170.272727272728
I-8033420_1,BBC4 TV - TV,6094.5
I-8033420_1,CBeebies - TV,59
I-8033425_1,BBC News - TV,454
I-8033425_1,BBC1 London,3696.25
I-8033425_1,BBC2 England,1712
I-8033425_1,BBC4 TV - TV,2459
I-8033425_1,CBeebies - TV,6773
I-8033442_1,BBC News - TV,298
I-8033442_1,BBC1 London,4496.181818181818
I-8033442_1,BBC2 England,897.5714285714286
I-8033442_1,BBC4 TV - TV,238.5
I-8033442_1,CBBC - TV,854
I-8033466_1,BBC News - TV,1488.6666666666667
I-8033466_1,BBC1 South West,15346.583333333334
I-8033466_1,BBC2 England,8305.3
I-8033466_1,BBC4 TV - TV,3448.5
I-8033615_1,BBC News - TV,1767.5
I-8033615_1,BBC Parliament - TV,719
I-8033615_1,BBC1 West,73562.66666666667
I-8033615_1,BBC2 England,18056.416666666668
I-8033615_1,BBC4 TV - TV,12596.916666666666
I-8033615_1,CBeebies - TV,598
I-8033649_1,BBC1 London,2048
I-8033649_1,BBC2 England,1096.3333333333333
I-8033670_1,BBC2 England,1114.2
I-8033792_1,BBC Parliament - TV,179
I-8033792_1,BBC1 Wales,32301.1
I-8033792_1,BBC2 Wales,9841.777777777777
I-8033811_1,BBC1 South West,2174
I-8033811_1,BBC2 England,2788
I-8033811_1,CBeebies - TV,3718
I-8033839_1,BBC2 England,59
I-8033841_1,BBC1 East of England,7806.5
I-8033841_1,BBC2 England,5527.25
I-8033841_1,BBC4 TV - TV,298
I-8033841_1,CBBC - TV,718
I-8033841_1,CBeebies - TV,3806.5
I-8033853_1,BBC News - TV,1408.5
I-8033853_1,BBC1 North West,6882.888888888889
I-8033853_1,BBC2 England,3991.5
I-8033853_1,BBC4 TV - TV,3176.6666666666665
I-8033853_1,CBBC - TV,2176.4444444444443
I-8033853_1,CBeebies - TV,733.8571428571429
I-8033855_1,BBC News - TV,539
I-8033855_1,BBC1 Scotland,8536.916666666666
I-8033855_1,BBC2 Scotland,2097.75
I-8033855_1,BBC4 TV - TV,1316
I-8033924_1,BBC1 Wales,2791.3333333333335
I-8033924_1,BBC2 Wales,59
I-8033954_1,BBC News - TV,9720.166666666666
I-8033954_1,BBC1 South West,33748.083333333336
I-8033954_1,BBC2 England,4854.5
I-8033954_1,BBC4 TV - TV,237
I-8033954_1,CBBC - TV,1797
I-8033968_1,BBC1 Wales,11507
I-8033968_1,BBC2 Wales,8996
I-8033968_1,BBC4 TV - TV,6777
I-8033983_1,BBC1 London,1857.6666666666667
I-8033983_1,BBC2 England,2693.3333333333335
I-8033983_1,BBC4 TV - TV,59
I-8033986_1,BBC News - TV,14585.636363636364
I-8033986_1,BBC Parliament - TV,2408
I-8033986_1,BBC1 South,39199.818181818184
I-8033986_1,BBC2 England,9440
I-8033986_1,BBC4 TV - TV,1306.7142857142858
I-8034013_1,BBC News - TV,328
I-8034013_1,BBC1 Scotland,3681.75
I-8034013_1,BBC2 Scotland,1646.25
I-8034056_1,BBC News - TV,8317.555555555555
I-8034056_1,BBC Parliament - TV,5953
I-8034056_1,BBC1 East of England,101262.66666666667
I-8034056_1,BBC2 England,19767.833333333332
I-8034056_1,BBC4 TV - TV,59
I-8034060_1,BBC1 Scotland,7128
I-8034060_1,BBC2 Scotland,1616.5
I-8034109_1,BBC1 North West,23347.81818181818
I-8034109_1,BBC2 England,7551.5
I-8034109_1,BBC4 TV - TV,10135
I-8034117_1,BBC1 Yorkshire and Lincolnshire,5160.4
I-8034117_1,BBC2 England,3498.8
I-8034117_1,BBC4 TV - TV,88.5
I-8034120_1,BBC News - TV,2695.75
I-8034120_1,BBC1 North West,97149.9
I-8034120_1,BBC2 England,20076.1
I-8034120_1,BBC4 TV - TV,3820.75
I-8034205_1,BBC1 London,417.5
I-8034205_1,BBC2 England,1648
I-8034211_1,BBC News - TV,2188
I-8034211_1,BBC1 London,2685.5
I-8034211_1,BBC2 England,1105.5
I-8034211_1,BBC4 TV - TV,2336
I-8034211_1,CBeebies - TV,2487
I-8034212_1,BBC1 North East and Cumbria,11749.5
I-8034212_1,BBC2 England,1792
I-8034212_1,BBC4 TV - TV,1439
I-8034219_1,BBC News - TV,628.25
I-8034219_1,BBC Parliament - TV,178
I-8034219_1,BBC1 Midlands West,2846
I-8034219_1,BBC2 England,801.4
I-8034219_1,BBC4 TV - TV,1168
I-8034219_1,CBeebies - TV,238
I-8034287_1,BBC1 Yorkshire and Lincolnshire,7696.5
I-8034287_1,BBC2 England,2576
I-8034287_1,CBeebies - TV,7526.5
I-8034298_1,BBC News - TV,3239
I-8034298_1,BBC1 South,5166
I-8034298_1,BBC2 England,1619
I-8034298_1,BBC4 TV - TV,118.5
I-8034344_1,BBC News - TV,1858
I-8034344_1,BBC1 North West,5361.25
I-8034344_1,BBC2 England,1406
I-8034344_1,BBC4 TV - TV,178
I-8034344_1,CBeebies - TV,4429.5
I-8034366_1,BBC1 Midlands East,17164.125
I-8034366_1,BBC2 England,6363.571428571428
I-8034366_1,BBC4 TV - TV,1033
I-8034368_1,BBC1 London,10417
I-8034413_1,BBC4 TV - TV,118
I-8034510_1,BBC News - TV,1734.8
I-8034510_1,BBC1 Midlands East,3076.1666666666665
I-8034510_1,BBC2 England,373.42857142857144
I-8034510_1,BBC4 TV - TV,178
I-8034609_1,BBC News - TV,4980.916666666667
I-8034609_1,BBC Parliament - TV,357.5
I-8034609_1,BBC1 London,20174.166666666668
I-8034609_1,BBC2 England,3797.9
I-8034609_1,BBC4 TV - TV,718
I-8034629_1,BBC1 Scotland,13641.5
I-8034676_1,BBC1 Scotland,3237.5
I-8034676_1,BBC2 Scotland,1799
I-8034676_1,BBC4 TV - TV,178
I-8034712_1,BBC News - TV,4121.8
I-8034712_1,BBC1 Yorkshire and Lincolnshire,447.75
I-8034712_1,BBC2 England,3934.3333333333335
I-8034712_1,BBC4 TV - TV,138.33333333333334
I-8034727_1,BBC News - TV,6297.5
I-8034727_1,BBC1 London,13224.818181818182
I-8034727_1,BBC2 England,8213.444444444445
I-8034727_1,BBC4 TV - TV,6754
I-8034744_1,BBC1 North West,4391.5
I-8034744_1,BBC2 England,9057
I-8034744_1,BBC4 TV - TV,118
I-8034744_1,CBeebies - TV,1019
I-8034746_1,BBC News - TV,477.5
I-8034746_1,BBC1 Scotland,3207.9166666666665
I-8034746_1,BBC2 Scotland,4553.7
I-8034746_1,BBC4 TV - TV,239
I-8034821_1,BBC News - TV,138
I-8034821_1,BBC1 South,48978.5
I-8034821_1,BBC2 England,1725.2
I-8034821_1,CBBC - TV,2293
I-8034821_1,CBeebies - TV,894
I-8034838_1,BBC News - TV,4911.666666666667
I-8034838_1,BBC1 South East,258.3333333333333
I-8034838_1,BBC2 England,418.3333333333333
I-8034978_1,BBC News - TV,8308.857142857143
I-8034978_1,BBC Parliament - TV,479
I-8034978_1,BBC1 South,18000.11111111111
I-8034978_1,BBC2 England,15618.222222222223
I-8034978_1,BBC4 TV - TV,12145.333333333334
I-8035094_1,BBC News - TV,5108.5
I-8035094_1,BBC Parliament - TV,719
I-8035094_1,BBC1 London,3940.6
I-8035094_1,BBC2 England,1855.5
I-8035094_1,CBBC - TV,118
I-8035094_1,CBeebies - TV,2787.5
I-8035140_1,BBC1 Midlands West,1751.6666666666667
I-8035140_1,BBC2 England,1402.5714285714287
I-8035140_1,BBC4 TV - TV,1005
I-8035160_1,BBC News - TV,956
I-8035160_1,BBC1 Yorkshire and Lincolnshire,2317
I-8035160_1,BBC2 England,517.6666666666666
I-8035160_1,BBC4 TV - TV,1797
I-8035167_1,BBC1 Yorkshire and Lincolnshire,3932.4
I-8035167_1,BBC2 England,118
I-8035185_1,BBC News - TV,59
I-8035185_1,BBC1 North West,3913.3333333333335
I-8035185_1,CBeebies - TV,3393.6666666666665
I-8035206_1,BBC News - TV,88.5
I-8035206_1,BBC1 North West,13036.833333333334
I-8035206_1,BBC2 England,2794.181818181818
I-8035206_1,BBC4 TV - TV,2889.777777777778
I-8035206_1,CBeebies - TV,1432
I-8035262_1,BBC1 Yorkshire and Lincolnshire,10140.875
I-8035262_1,BBC2 England,733.25
I-8035262_1,BBC4 TV - TV,1648
I-8035282_1,BBC1 Midlands East,13038.5
I-8035282_1,BBC2 England,2930.2727272727275
I-8035282_1,BBC4 TV - TV,178
I-8035283_1,BBC News - TV,478
I-8035283_1,BBC1 Midlands West,9388.833333333334
I-8035283_1,BBC2 England,9054.25
I-8035366_1,BBC1 Yorkshire and Lincolnshire,17353.5
I-8035375_1,BBC1 London,23134
I-8035375_1,BBC2 England,13542
I-8035375_1,BBC4 TV - TV,59
I-8035387_1,BBC News - TV,959
I-8035387_1,BBC1 Midlands West,33845
I-8035387_1,BBC2 England,2213
I-8035388_1,BBC1 South,2917.1666666666665
I-8035388_1,BBC2 England,99
I-8035388_1,BBC4 TV - TV,239
I-8035403_1,BBC1 South,3378
I-8035403_1,BBC2 England,7194.5
I-8035403_1,BBC4 TV - TV,1497
I-8035413_1,BBC News - TV,356
I-8035413_1,BBC1 Midlands West,118
I-8035413_1,BBC2 England,118
I-8035456_1,BBC News - TV,1228.4
I-8035456_1,BBC Parliament - TV,283.5
I-8035456_1,BBC1 South West,8280.3
I-8035456_1,BBC2 England,614
I-8035456_1,BBC4 TV - TV,258.6666666666667
I-8035456_1,CBeebies - TV,59
I-8035459_1,BBC News - TV,1496
I-8035459_1,BBC1 North West,21744.75
I-8035459_1,BBC2 England,8042.25
I-8035459_1,BBC4 TV - TV,1979
I-8035459_1,CBeebies - TV,177
I-8035463_1,BBC1 Yorkshire and Lincolnshire,6574.333333333333
I-8035463_1,BBC2 England,2301.4
I-8035463_1,BBC4 TV - TV,538
I-8035463_1,CBeebies - TV,3001
I-8035470_1,BBC News - TV,568
I-8035470_1,BBC1 Scotland,21245.5
I-8035470_1,BBC2 Scotland,5701.166666666667
I-8035470_1,BBC4 TV - TV,1633.857142857143
I-8035479_1,BBC1 Scotland,3260.3333333333335
I-8035479_1,BBC2 Scotland,2396.6
I-8035479_1,BBC4 TV - TV,1767
I-8035484_1,BBC News - TV,2490.25
I-8035484_1,BBC Parliament - TV,1296.1666666666667
I-8035484_1,BBC1 South West,13014.75
I-8035484_1,BBC2 England,2916.2727272727275
I-8035557_1,BBC1 Ulster,4990.555555555556
I-8035557_1,BBC2 Northern Ireland,4377
I-8035557_1,BBC4 TV - TV,58
I-8035557_1,CBeebies - TV,974.3333333333334
I-8035578_1,BBC1 East of England,15688.777777777777
I-8035578_1,BBC2 England,2319.25
I-8035578_1,BBC4 TV - TV,252.25
I-8035599_1,BBC1 South East,6031.25
I-8035599_1,BBC2 England,4940.2
I-8035599_1,BBC4 TV - TV,747
I-8035639_1,BBC1 Scotland,8447
I-8035639_1,BBC2 Scotland,957
I-8035678_1,BBC1 South East,4363.333333333333
I-8035678_1,BBC2 England,651
I-8035713_1,BBC1 London,178
I-8035713_1,BBC2 England,3236.5
I-8035713_1,BBC4 TV - TV,236
